ebene_resultat;wahl_jahr;geoLevelName;kanton_nummer;kanton_bezeichnung;gemeinde_nummer;gemeinde_bezeichnung;partei_id_red1;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;stimmen_partei;letzte_wahl_stimmen_partei;differenz_stimmen_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;letzte_wahl_anzahl_gewaehlte;letzte_wahl_anzahl_gewaehlte_f;letzte_wahl_anzahl_gewaehlte_m;differenz_anzahl_gewaehlte;differenz_anzahl_gewaehlte_f;differenz_anzahl_gewaehlte_m;fiktive_waehlende;letzte_wahl_fiktive_waehlende;differenz_fiktive_waehlende;partei_staerke;letzte_wahl_partei_staerke;differenz_partei_staerke;flag_staerkste_partei;partei_rang
Gemeinde;2023;Feusisberg;5;Schwyz;1321;Feusisberg;7;EVP;PEV;PEV;EVP;11;22;-11;;;;;;;;;;;;;;;;;0.1418073998;0.341138161;-0.199330761;0;8
Gemeinde;2023;Feusisberg;5;Schwyz;1321;Feusisberg;13;GRÜNE;VERT-E-S;VERDI;GREENS;105;90;15;;;;;;;;;;;;;;;;;1.3536160887;1.3955652039;-0.041949115;0;7
Gemeinde;2023;Feusisberg;5;Schwyz;1321;Feusisberg;31;GLP;PVL;PVL;GLP;318;356;-38;;;;;;;;;;;;;;;;;4.0995230115;5.5202356955;-1.420712684;0;6
Gemeinde;2023;Feusisberg;5;Schwyz;1321;Feusisberg;34;Mitte;Centre;Centro;Centre;800;824;-24;;;;;;;;;;;;;;;;;10.313265438;12.777174756;-2.463909318;0;3
Gemeinde;2023;Feusisberg;5;Schwyz;1321;Feusisberg;35;Übrige;Autres;Altri;Others;602;;602;;;;;;;;;;;;;;;;;7.7607322418;;7.7607322418;0;4
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;1;FDP;PLR;PLR;FDP;4933;4840;93;;;;;;;;;;;;;;;;;24.342462374;25.699569904;-1.35710753;0;2
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;3;SP;PS;PS;SP;2083;2487;-404;;;;;;;;;;;;;;;;;10.278805823;13.205543461;-2.926737638;0;4
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;4;SVP;UDC;UDC;SVP;7244;7104;140;;;;;;;;;;;;;;;;;35.74636072;37.721021611;-1.974660891;1;1
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;7;EVP;PEV;PEV;EVP;86;181;-95;;;;;;;;;;;;;;;;;0.4243770047;0.9610789571;-0.536701952;0;8
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;13;GRÜNE;VERT-E-S;VERDI;GREENS;587;717;-130;;;;;;;;;;;;;;;;;2.8966197878;3.8071470292;-0.910527241;0;7
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;31;GLP;PVL;PVL;GLP;1080;1266;-186;;;;;;;;;;;;;;;;;5.3293856403;6.7222428716;-1.392857231;0;6
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;34;Mitte;Centre;Centro;Centre;2972;2238;734;;;;;;;;;;;;;;;;;14.665679743;11.883396166;2.7822835771;0;3
Gemeinde;2023;Freienbach;5;Schwyz;1322;Freienbach;35;Übrige;Autres;Altri;Others;1280;;1280;;;;;;;;;;;;;;;;;6.316308907;;6.316308907;0;5
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;1;FDP;PLR;PLR;FDP;3270;3284;-14;;;;;;;;;;;;;;;;;32.219923145;34.579340844;-2.359417699;0;2
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;3;SP;PS;PS;SP;735;881;-146;;;;;;;;;;;;;;;;;7.242092817;9.2766136675;-2.03452085;0;4
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;4;SVP;UDC;UDC;SVP;3744;3446;298;;;;;;;;;;;;;;;;;36.890334023;36.285142677;0.6051913464;1;1
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;7;EVP;PEV;PEV;EVP;37;78;-41;;;;;;;;;;;;;;;;;0.3645679377;0.8213119933;-0.456744056;0;8
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;13;GRÜNE;VERT-E-S;VERDI;GREENS;194;237;-43;;;;;;;;;;;;;;;;;1.9115183762;2.4955249026;-0.584006526;0;7
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;31;GLP;PVL;PVL;GLP;447;544;-97;;;;;;;;;;;;;;;;;4.4043748153;5.7281246709;-1.323749856;0;6
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;34;Mitte;Centre;Centro;Centre;1065;1027;38;;;;;;;;;;;;;;;;;10.493644694;10.813941245;-0.320296551;0;3
Gemeinde;2023;Wollerau;5;Schwyz;1323;Wollerau;35;Übrige;Autres;Altri;Others;657;;657;;;;;;;;;;;;;;;;;6.4735441915;;6.4735441915;0;5
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);1;FDP;PLR;PLR;FDP;5552;6192;-640;;;;;;;;;;;;;;;;;28.892589509;34.724091521;-5.831502012;1;1
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);3;SP;PS;PS;SP;2359;2811;-452;;;;;;;;;;;;;;;;;12.276228143;15.763795424;-3.487567281;0;4
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);4;SVP;UDC;UDC;SVP;5522;4805;717;;;;;;;;;;;;;;;;;28.736469609;26.945939883;1.7905297253;0;2
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);7;EVP;PEV;PEV;EVP;73;70;3;;;;;;;;;;;;;;;;;0.3798917569;0.3925527142;-0.012660957;0;8
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);13;GRÜNE;VERT-E-S;VERDI;GREENS;555;394;161;;;;;;;;;;;;;;;;;2.8882181515;2.2095109915;0.6787071601;0;7
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);31;GLP;PVL;PVL;GLP;863;945;-82;;;;;;;;;;;;;;;;;4.4910491257;5.299461642;-0.808412516;0;5
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);34;Mitte;Centre;Centro;Centre;3506;2615;891;;;;;;;;;;;;;;;;;18.245212323;14.664647824;3.5805644989;0;3
Gemeinde;2023;Küssnacht (SZ);5;Schwyz;1331;Küssnacht (SZ);35;Übrige;Autres;Altri;Others;786;;786;;;;;;;;;;;;;;;;;4.0903413822;;4.0903413822;0;6
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;1;FDP;PLR;PLR;FDP;2207;1916;291;;;;;;;;;;;;;;;;;22.97283231;21.508756174;1.4640761355;0;2
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;3;SP;PS;PS;SP;933;1104;-171;;;;;;;;;;;;;;;;;9.711668575;12.393354288;-2.681685713;0;4
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;4;SVP;UDC;UDC;SVP;3466;3249;217;;;;;;;;;;;;;;;;;36.077859894;36.472833408;-0.394973514;1;1
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;7;EVP;PEV;PEV;EVP;23;42;-19;;;;;;;;;;;;;;;;;0.2394087644;0.4714863044;-0.23207754;0;8
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;13;GRÜNE;VERT-E-S;VERDI;GREENS;189;287;-98;;;;;;;;;;;;;;;;;1.9673154991;3.2218230804;-1.254507581;0;7
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;31;GLP;PVL;PVL;GLP;380;383;-3;;;;;;;;;;;;;;;;;3.9554491517;4.299506062;-0.34405691;0;6
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;34;Mitte;Centre;Centro;Centre;1655;1927;-272;;;;;;;;;;;;;;;;;17.227021963;21.632240683;-4.405218719;0;3
Gemeinde;2023;Altendorf;5;Schwyz;1341;Altendorf;35;Übrige;Autres;Altri;Others;754;;754;;;;;;;;;;;;;;;;;7.848443843;;7.848443843;0;5
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;1;FDP;PLR;PLR;FDP;1359;1410;-51;;;;;;;;;;;;;;;;;19.638728324;23.001631321;-3.362902998;0;2
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;3;SP;PS;PS;SP;821;906;-85;;;;;;;;;;;;;;;;;11.86416185;14.779771615;-2.915609765;0;4
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;4;SVP;UDC;UDC;SVP;2841;2634;207;;;;;;;;;;;;;;;;;41.054913295;42.969004894;-1.914091599;1;1
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;7;EVP;PEV;PEV;EVP;51;49;2;;;;;;;;;;;;;;;;;0.7369942197;0.7993474715;-0.062353252;0;8
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;13;GRÜNE;VERT-E-S;VERDI;GREENS;175;170;5;;;;;;;;;;;;;;;;;2.5289017341;2.7732463295;-0.244344595;0;7
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;31;GLP;PVL;PVL;GLP;233;259;-26;;;;;;;;;;;;;;;;;3.3670520231;4.2251223491;-0.858070326;0;6
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;34;Mitte;Centre;Centro;Centre;974;702;272;;;;;;;;;;;;;;;;;14.075144509;11.45187602;2.6232684891;0;3
Gemeinde;2023;Galgenen;5;Schwyz;1342;Galgenen;35;Übrige;Autres;Altri;Others;466;;466;;;;;;;;;;;;;;;;;6.7341040462;;6.7341040462;0;5
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;1;FDP;PLR;PLR;FDP;43;41;2;;;;;;;;;;;;;;;;;14.982578397;12.654320988;2.3282574096;0;3
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;3;SP;PS;PS;SP;19;33;-14;;;;;;;;;;;;;;;;;6.6202090592;10.185185185;-3.564976126;0;4
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;4;SVP;UDC;UDC;SVP;146;135;11;;;;;;;;;;;;;;;;;50.871080139;41.666666667;9.2044134727;1;1
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;7;EVP;PEV;PEV;EVP;0;0;0;;;;;;;;;;;;;;;;;0;0;0;0;8
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;13;GRÜNE;VERT-E-S;VERDI;GREENS;0;4;-4;;;;;;;;;;;;;;;;;0;1.2345679012;-1.234567901;0;7
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;31;GLP;PVL;PVL;GLP;4;2;2;;;;;;;;;;;;;;;;;1.393728223;0.6172839506;0.7764442724;0;6
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;34;Mitte;Centre;Centro;Centre;71;109;-38;;;;;;;;;;;;;;;;;24.738675958;33.641975309;-8.90329935;0;2
Gemeinde;2023;Innerthal;5;Schwyz;1343;Innerthal;35;Übrige;Autres;Altri;Others;4;;4;;;;;;;;;;;;;;;;;1.393728223;;1.393728223;0;5
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;1;FDP;PLR;PLR;FDP;3200;2591;609;;;;;;;;;;;;;;;;;29.937318739;27.165024114;2.7722946248;1;1
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;3;SP;PS;PS;SP;1896;2001;-105;;;;;;;;;;;;;;;;;17.737861353;20.979240931;-3.241379578;0;3
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;4;SVP;UDC;UDC;SVP;2934;2945;-11;;;;;;;;;;;;;;;;;27.448779119;30.876494024;-3.427714905;0;2
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;7;EVP;PEV;PEV;EVP;85;101;-16;;;;;;;;;;;;;;;;;0.795210029;1.0589222059;-0.263712177;0;8
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;13;GRÜNE;VERT-E-S;VERDI;GREENS;205;255;-50;;;;;;;;;;;;;;;;;1.9178594817;2.6735164605;-0.755656979;0;7
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;31;GLP;PVL;PVL;GLP;536;542;-6;;;;;;;;;;;;;;;;;5.0145008888;5.6825330258;-0.668032137;0;5
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;34;Mitte;Centre;Centro;Centre;1332;1103;229;;;;;;;;;;;;;;;;;12.461408925;11.564269239;0.8971396862;0;4
Gemeinde;2023;Lachen;5;Schwyz;1344;Lachen;35;Übrige;Autres;Altri;Others;501;;501;;;;;;;;;;;;;;;;;4.6870614651;;4.6870614651;0;6
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;1;FDP;PLR;PLR;FDP;785;683;102;;;;;;;;;;;;;;;;;18.332554881;18.55474056;-0.222185679;0;2
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;3;SP;PS;PS;SP;511;597;-86;;;;;;;;;;;;;;;;;11.933675852;16.218418908;-4.284743056;0;4
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;4;SVP;UDC;UDC;SVP;1789;1612;177;;;;;;;;;;;;;;;;;41.77954227;43.792447704;-2.012905434;1;1
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;7;EVP;PEV;PEV;EVP;30;16;14;;;;;;;;;;;;;;;;;0.7006071929;0.4346644933;0.2659426996;0;8
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;136;89;47;;;;;;;;;;;;;;;;;3.1760859411;2.4178212442;0.7582646969;0;7
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;31;GLP;PVL;PVL;GLP;148;267;-119;;;;;;;;;;;;;;;;;3.4563288183;7.2534637327;-3.797134914;0;6
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;34;Mitte;Centre;Centro;Centre;564;417;147;;;;;;;;;;;;;;;;;13.171415227;11.328443358;1.8429718687;0;3
Gemeinde;2023;Reichenburg;5;Schwyz;1345;Reichenburg;35;Übrige;Autres;Altri;Others;319;;319;;;;;;;;;;;;;;;;;7.4497898178;;7.4497898178;0;5
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;1;FDP;PLR;PLR;FDP;1561;1643;-82;;;;;;;;;;;;;;;;;17.104974797;20.334158416;-3.229183619;0;2
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;3;SP;PS;PS;SP;1244;1353;-109;;;;;;;;;;;;;;;;;13.631382862;16.745049505;-3.113666643;0;4
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;4;SVP;UDC;UDC;SVP;3765;3433;332;;;;;;;;;;;;;;;;;41.255752794;42.487623762;-1.231870968;1;1
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;7;EVP;PEV;PEV;EVP;95;100;-5;;;;;;;;;;;;;;;;;1.0409818102;1.2376237624;-0.196641952;0;8
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;13;GRÜNE;VERT-E-S;VERDI;GREENS;158;194;-36;;;;;;;;;;;;;;;;;1.7313171159;2.400990099;-0.669672983;0;7
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;31;GLP;PVL;PVL;GLP;302;346;-44;;;;;;;;;;;;;;;;;3.3092263861;4.2821782178;-0.972951832;0;6
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;34;Mitte;Centre;Centro;Centre;1257;1011;246;;;;;;;;;;;;;;;;;13.773833005;12.512376238;1.261456767;0;3
Gemeinde;2023;Schübelbach;5;Schwyz;1346;Schübelbach;35;Übrige;Autres;Altri;Others;744;;744;;;;;;;;;;;;;;;;;8.1525312295;;8.1525312295;0;5
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;1;FDP;PLR;PLR;FDP;960;1146;-186;;;;;;;;;;;;;;;;;21.385609267;29.960784314;-8.575175047;0;2
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;3;SP;PS;PS;SP;371;337;34;;;;;;;;;;;;;;;;;8.2646469147;8.8104575163;-0.545810602;0;5
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;4;SVP;UDC;UDC;SVP;1941;1539;402;;;;;;;;;;;;;;;;;43.239028737;40.235294118;3.0037346193;1;1
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;7;EVP;PEV;PEV;EVP;28;20;8;;;;;;;;;;;;;;;;;0.623746937;0.522875817;0.10087112;0;8
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;13;GRÜNE;VERT-E-S;VERDI;GREENS;80;110;-30;;;;;;;;;;;;;;;;;1.7821341056;2.8758169935;-1.093682888;0;7
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;31;GLP;PVL;PVL;GLP;118;173;-55;;;;;;;;;;;;;;;;;2.6286478057;4.522875817;-1.894228011;0;6
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;34;Mitte;Centre;Centro;Centre;571;500;71;;;;;;;;;;;;;;;;;12.719982179;13.071895425;-0.351913246;0;3
Gemeinde;2023;Tuggen;5;Schwyz;1347;Tuggen;35;Übrige;Autres;Altri;Others;420;;420;;;;;;;;;;;;;;;;;9.3562040544;;9.3562040544;0;4
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;1;FDP;PLR;PLR;FDP;163;196;-33;;;;;;;;;;;;;;;;;10.475578406;15.667466027;-5.191887621;0;3
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;3;SP;PS;PS;SP;121;75;46;;;;;;;;;;;;;;;;;7.7763496144;5.9952038369;1.7811457775;0;5
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;4;SVP;UDC;UDC;SVP;865;824;41;;;;;;;;;;;;;;;;;55.59125964;65.867306155;-10.27604651;1;1
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;7;EVP;PEV;PEV;EVP;9;9;0;;;;;;;;;;;;;;;;;0.5784061697;0.7194244604;-0.141018291;0;7
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;13;GRÜNE;VERT-E-S;VERDI;GREENS;17;10;7;;;;;;;;;;;;;;;;;1.0925449871;0.7993605116;0.2931844756;0;6
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;31;GLP;PVL;PVL;GLP;8;8;0;;;;;;;;;;;;;;;;;0.5141388175;0.6394884093;-0.125349592;0;8
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;34;Mitte;Centre;Centro;Centre;141;129;12;;;;;;;;;;;;;;;;;9.0616966581;10.3117506;-1.250053941;0;4
Gemeinde;2023;Vorderthal;5;Schwyz;1348;Vorderthal;35;Übrige;Autres;Altri;Others;232;;232;;;;;;;;;;;;;;;;;14.910025707;;14.910025707;0;2
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);1;FDP;PLR;PLR;FDP;1491;1214;277;;;;;;;;;;;;;;;;;20.307818033;19.26984127;1.0379767634;0;2
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);3;SP;PS;PS;SP;944;1109;-165;;;;;;;;;;;;;;;;;12.857532008;17.603174603;-4.745642596;0;4
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);4;SVP;UDC;UDC;SVP;2765;2593;172;;;;;;;;;;;;;;;;;37.660038137;41.158730159;-3.498692022;1;1
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);7;EVP;PEV;PEV;EVP;28;42;-14;;;;;;;;;;;;;;;;;0.3813674748;0.6666666667;-0.285299192;0;8
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);13;GRÜNE;VERT-E-S;VERDI;GREENS;163;200;-37;;;;;;;;;;;;;;;;;2.220103514;3.1746031746;-0.954499661;0;7
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);31;GLP;PVL;PVL;GLP;223;306;-83;;;;;;;;;;;;;;;;;3.0373195315;4.8571428571;-1.819823326;0;6
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);34;Mitte;Centre;Centro;Centre;1104;836;268;;;;;;;;;;;;;;;;;15.036774721;13.26984127;1.7669334509;0;3
Gemeinde;2023;Wangen (SZ);5;Schwyz;1349;Wangen (SZ);35;Übrige;Autres;Altri;Others;624;;624;;;;;;;;;;;;;;;;;8.4990465813;;8.4990465813;0;5
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;1;FDP;PLR;PLR;FDP;66;109;-43;;;;;;;;;;;;;;;;;5.2969502408;10.167910448;-4.870960207;0;4
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;3;SP;PS;PS;SP;51;43;8;;;;;;;;;;;;;;;;;4.0930979133;4.0111940299;0.0819038835;0;5
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;4;SVP;UDC;UDC;SVP;762;744;18;;;;;;;;;;;;;;;;;61.155698234;69.402985075;-8.24728684;1;1
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;7;EVP;PEV;PEV;EVP;6;0;6;;;;;;;;;;;;;;;;;0.481540931;0;0.481540931;0;8
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;13;GRÜNE;VERT-E-S;VERDI;GREENS;13;30;-17;;;;;;;;;;;;;;;;;1.0433386838;2.7985074627;-1.755168779;0;6
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;31;GLP;PVL;PVL;GLP;10;17;-7;;;;;;;;;;;;;;;;;0.8025682183;1.5858208955;-0.783252677;0;7
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;34;Mitte;Centre;Centro;Centre;111;129;-18;;;;;;;;;;;;;;;;;8.9085072231;12.03358209;-3.125074866;0;3
Gemeinde;2023;Alpthal;5;Schwyz;1361;Alpthal;35;Übrige;Autres;Altri;Others;227;;227;;;;;;;;;;;;;;;;;18.218298555;;18.218298555;0;2
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;1;FDP;PLR;PLR;FDP;2853;3094;-241;;;;;;;;;;;;;;;;;18.693487092;22.53131372;-3.837826628;0;2
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;3;SP;PS;PS;SP;2338;2368;-30;;;;;;;;;;;;;;;;;15.319093173;17.244392659;-1.925299487;0;3
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;4;SVP;UDC;UDC;SVP;5256;4545;711;;;;;;;;;;;;;;;;;34.438474643;33.09787358;1.3406010629;1;1
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;7;EVP;PEV;PEV;EVP;83;67;16;;;;;;;;;;;;;;;;;0.5438343598;0.4879114477;0.0559229121;0;8
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;13;GRÜNE;VERT-E-S;VERDI;GREENS;560;324;236;;;;;;;;;;;;;;;;;3.6692438737;2.359452374;1.3097914997;0;6
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;31;GLP;PVL;PVL;GLP;414;692;-278;;;;;;;;;;;;;;;;;2.712619578;5.0393242062;-2.326704628;0;7
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;34;Mitte;Centre;Centro;Centre;2245;2642;-397;;;;;;;;;;;;;;;;;14.709736601;19.239732013;-4.529995412;0;4
Gemeinde;2023;Arth;5;Schwyz;1362;Arth;35;Übrige;Autres;Altri;Others;1513;;1513;;;;;;;;;;;;;;;;;9.9135106801;;9.9135106801;0;5
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;1;FDP;PLR;PLR;FDP;97;245;-148;;;;;;;;;;;;;;;;;5.8645707376;18.71657754;-12.8520068;0;4
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;3;SP;PS;PS;SP;41;71;-30;;;;;;;;;;;;;;;;;2.4788391778;5.4239877769;-2.945148599;0;5
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;4;SVP;UDC;UDC;SVP;540;523;17;;;;;;;;;;;;;;;;;32.648125756;39.954163484;-7.306037728;1;1
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;7;EVP;PEV;PEV;EVP;3;9;-6;;;;;;;;;;;;;;;;;0.1813784764;0.6875477464;-0.50616927;0;8
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;13;GRÜNE;VERT-E-S;VERDI;GREENS;24;13;11;;;;;;;;;;;;;;;;;1.4510278114;0.9931245225;0.4579032888;0;6
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;31;GLP;PVL;PVL;GLP;5;25;-20;;;;;;;;;;;;;;;;;0.3022974607;1.909854851;-1.60755739;0;7
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;34;Mitte;Centre;Centro;Centre;428;423;5;;;;;;;;;;;;;;;;;25.876662636;32.314744079;-6.438081443;0;3
Gemeinde;2023;Illgau;5;Schwyz;1363;Illgau;35;Übrige;Autres;Altri;Others;516;;516;;;;;;;;;;;;;;;;;31.197097944;;31.197097944;0;2
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;1;FDP;PLR;PLR;FDP;2317;2610;-293;;;;;;;;;;;;;;;;;16.823990706;20.92016672;-4.096176014;0;3
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;3;SP;PS;PS;SP;1585;2072;-487;;;;;;;;;;;;;;;;;11.508858554;16.607887143;-5.09902859;0;4
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;4;SVP;UDC;UDC;SVP;4088;3594;494;;;;;;;;;;;;;;;;;29.683415626;28.807310035;0.8761055906;1;1
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;7;EVP;PEV;PEV;EVP;65;75;-10;;;;;;;;;;;;;;;;;0.4719721173;0.6011542161;-0.129182099;0;8
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;13;GRÜNE;VERT-E-S;VERDI;GREENS;642;312;330;;;;;;;;;;;;;;;;;4.6616322974;2.500801539;2.1608307585;0;6
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;31;GLP;PVL;PVL;GLP;448;777;-329;;;;;;;;;;;;;;;;;3.2529770549;6.2279576787;-2.974980624;0;7
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;34;Mitte;Centre;Centro;Centre;3563;3036;527;;;;;;;;;;;;;;;;;25.87133314;24.334722668;1.5366104722;0;2
Gemeinde;2023;Ingenbohl;5;Schwyz;1364;Ingenbohl;35;Übrige;Autres;Altri;Others;1064;;1064;;;;;;;;;;;;;;;;;7.7258205054;;7.7258205054;0;5
Gemeinde;2023;Lauerz;5;Schwyz;1365;Lauerz;1;FDP;PLR;PLR;FDP;346;371;-25;;;;;;;;;;;;;;;;;17.483577564;22.096486004;-4.612908439;0;3
Gemeinde;2023;Lauerz;5;Schwyz;1365;Lauerz;3;SP;PS;PS;SP;90;111;-21;;;;;;;;;;;;;;;;;4.5477513896;6.6110780226;-2.063326633;0;5
Gemeinde;2023;Lauerz;5;Schwyz;1365;Lauerz;4;SVP;UDC;UDC;SVP;739;747;-8;;;;;;;;;;;;;;;;;37.342091966;44.490768314;-7.148676349;1;1
Gemeinde;2023;Lauerz;5;Schwyz;1365;Lauerz;7;EVP;PEV;PEV;EVP;2;9;-7;;;;;;;;;;;;;;;;;0.101061142;0.5360333532;-0.434972211;0;8
