ebene_resultat;wahl_jahr;geoLevelName;kanton_nummer;kanton_bezeichnung;gemeinde_nummer;gemeinde_bezeichnung;partei_id_red1;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;stimmen_partei;letzte_wahl_stimmen_partei;differenz_stimmen_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;letzte_wahl_anzahl_gewaehlte;letzte_wahl_anzahl_gewaehlte_f;letzte_wahl_anzahl_gewaehlte_m;differenz_anzahl_gewaehlte;differenz_anzahl_gewaehlte_f;differenz_anzahl_gewaehlte_m;fiktive_waehlende;letzte_wahl_fiktive_waehlende;differenz_fiktive_waehlende;partei_staerke;letzte_wahl_partei_staerke;differenz_partei_staerke;flag_staerkste_partei;partei_rang
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;4;SVP;UDC;UDC;SVP;1927;1790;137;;;;;;;;;;;;;;;;;38.424725823;38.036549086;0.3881767363;1;1
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;7;EVP;PEV;PEV;EVP;72;73;-1;;;;;;;;;;;;;;;;;1.4356929212;1.5512112197;-0.115518298;0;8
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;13;GRÜNE;VERT-E-S;VERDI;GREENS;293;350;-57;;;;;;;;;;;;;;;;;5.8424725823;7.4373140671;-1.594841485;0;5
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;14;SD;DS;DS;SD;;36;-36;;;;;;;;;;;;;;;;;;0.7649808755;-0.764980875;;
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;31;GLP;PVL;PVL;GLP;208;223;-15;;;;;;;;;;;;;;;;;4.147557328;4.7386315342;-0.591074206;0;6
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;34;Mitte;Centre;Centro;Centre;622;499;123;;;;;;;;;;;;;;;;;12.402791625;10.603484913;1.7993067122;0;3
Gemeinde;2023;Däniken;11;Solothurn;2572;Däniken;35;Übrige;Autres;Altri;Others;98;29;69;;;;;;;;;;;;;;;;;1.9541375872;0.6162345941;1.3379029931;0;7
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;1;FDP;PLR;PLR;FDP;813;823;-10;;;;;;;;;;;;;;;;;13.733108108;14.566371681;-0.833263573;0;4
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;3;SP;PS;PS;SP;1280;1570;-290;;;;;;;;;;;;;;;;;21.621621622;27.787610619;-6.165988998;0;2
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;4;SVP;UDC;UDC;SVP;1869;1615;254;;;;;;;;;;;;;;;;;31.570945946;28.584070796;2.9868751495;1;1
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;7;EVP;PEV;PEV;EVP;189;125;64;;;;;;;;;;;;;;;;;3.1925675676;2.2123893805;0.980178187;0;7
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;13;GRÜNE;VERT-E-S;VERDI;GREENS;446;463;-17;;;;;;;;;;;;;;;;;7.5337837838;8.1946902655;-0.660906482;0;5
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;14;SD;DS;DS;SD;;59;-59;;;;;;;;;;;;;;;;;;1.0442477876;-1.044247788;;
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;31;GLP;PVL;PVL;GLP;249;153;96;;;;;;;;;;;;;;;;;4.2060810811;2.7079646018;1.4981164793;0;6
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;34;Mitte;Centre;Centro;Centre;936;787;149;;;;;;;;;;;;;;;;;15.810810811;13.92920354;1.881607271;0;3
Gemeinde;2023;Dulliken;11;Solothurn;2573;Dulliken;35;Übrige;Autres;Altri;Others;138;55;83;;;;;;;;;;;;;;;;;2.3310810811;0.9734513274;1.3576297536;0;8
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;1;FDP;PLR;PLR;FDP;126;158;-32;;;;;;;;;;;;;;;;;27.155172414;37.440758294;-10.28558588;0;2
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;3;SP;PS;PS;SP;25;31;-6;;;;;;;;;;;;;;;;;5.3879310345;7.345971564;-1.958040529;0;5
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;4;SVP;UDC;UDC;SVP;197;118;79;;;;;;;;;;;;;;;;;42.456896552;27.962085308;14.494811244;1;1
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;7;EVP;PEV;PEV;EVP;5;2;3;;;;;;;;;;;;;;;;;1.0775862069;0.4739336493;0.6036525576;0;8
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;13;GRÜNE;VERT-E-S;VERDI;GREENS;29;50;-21;;;;;;;;;;;;;;;;;6.25;11.848341232;-5.598341232;0;4
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;14;SD;DS;DS;SD;;4;-4;;;;;;;;;;;;;;;;;;0.9478672986;-0.947867299;;
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;31;GLP;PVL;PVL;GLP;23;34;-11;;;;;;;;;;;;;;;;;4.9568965517;8.0568720379;-3.099975486;0;6
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;34;Mitte;Centre;Centro;Centre;46;19;27;;;;;;;;;;;;;;;;;9.9137931034;4.5023696682;5.4114234352;0;3
Gemeinde;2023;Eppenberg-Wöschnau;11;Solothurn;2574;Eppenberg-Wöschnau;35;Übrige;Autres;Altri;Others;13;6;7;;;;;;;;;;;;;;;;;2.8017241379;1.4218009479;1.3799231901;0;7
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;1;FDP;PLR;PLR;FDP;488;473;15;;;;;;;;;;;;;;;;;14.177803603;14.473684211;-0.295880608;0;3
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;3;SP;PS;PS;SP;471;506;-35;;;;;;;;;;;;;;;;;13.683904707;15.483476132;-1.799571426;0;4
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;4;SVP;UDC;UDC;SVP;1109;941;168;;;;;;;;;;;;;;;;;32.219639744;28.794369645;3.4252700993;1;1
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;7;EVP;PEV;PEV;EVP;23;42;-19;;;;;;;;;;;;;;;;;0.6682161534;1.2851897185;-0.616973565;0;8
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;13;GRÜNE;VERT-E-S;VERDI;GREENS;204;336;-132;;;;;;;;;;;;;;;;;5.9267867519;10.281517748;-4.354730996;0;5
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;14;SD;DS;DS;SD;;15;-15;;;;;;;;;;;;;;;;;;0.458996328;-0.458996328;;
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;31;GLP;PVL;PVL;GLP;107;156;-49;;;;;;;;;;;;;;;;;3.1086577571;4.7735618115;-1.664904054;0;6
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;34;Mitte;Centre;Centro;Centre;942;796;146;;;;;;;;;;;;;;;;;27.367809413;24.357405141;3.0104042724;0;2
Gemeinde;2023;Fulenbach;11;Solothurn;2575;Fulenbach;35;Übrige;Autres;Altri;Others;98;3;95;;;;;;;;;;;;;;;;;2.847181871;0.0917992656;2.7553826054;0;7
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;1;FDP;PLR;PLR;FDP;846;802;44;;;;;;;;;;;;;;;;;17.526413922;17.096567896;0.4298460257;0;3
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;3;SP;PS;PS;SP;632;918;-286;;;;;;;;;;;;;;;;;13.093018438;19.56938819;-6.476369752;0;4
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;4;SVP;UDC;UDC;SVP;1698;1661;37;;;;;;;;;;;;;;;;;35.177128651;35.408228523;-0.231099871;1;1
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;7;EVP;PEV;PEV;EVP;112;53;59;;;;;;;;;;;;;;;;;2.3202817485;1.1298230654;1.1904586831;0;7
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;13;GRÜNE;VERT-E-S;VERDI;GREENS;310;376;-66;;;;;;;;;;;;;;;;;6.422208411;8.0153485398;-1.593140129;0;5
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;14;SD;DS;DS;SD;;42;-42;;;;;;;;;;;;;;;;;;0.8953314858;-0.895331486;;
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;31;GLP;PVL;PVL;GLP;189;192;-3;;;;;;;;;;;;;;;;;3.9154754506;4.0929439352;-0.177468485;0;6
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;34;Mitte;Centre;Centro;Centre;939;642;297;;;;;;;;;;;;;;;;;19.453076445;13.685781283;5.7672951617;0;2
Gemeinde;2023;Gretzenbach;11;Solothurn;2576;Gretzenbach;35;Übrige;Autres;Altri;Others;101;5;96;;;;;;;;;;;;;;;;;2.0923969339;0.1065870816;1.9858098523;0;8
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;1;FDP;PLR;PLR;FDP;406;374;32;;;;;;;;;;;;;;;;;12.480786966;14.172034862;-1.691247896;0;3
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;3;SP;PS;PS;SP;399;326;73;;;;;;;;;;;;;;;;;12.265600984;12.353164077;-0.087563094;0;4
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;4;SVP;UDC;UDC;SVP;1347;935;412;;;;;;;;;;;;;;;;;41.40793114;35.430087154;5.9778439863;1;1
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;7;EVP;PEV;PEV;EVP;32;28;4;;;;;;;;;;;;;;;;;0.9837073471;1.0610079576;-0.07730061;0;8
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;13;GRÜNE;VERT-E-S;VERDI;GREENS;127;151;-24;;;;;;;;;;;;;;;;;3.9040885337;5.7218643426;-1.817775809;0;6
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;14;SD;DS;DS;SD;;15;-15;;;;;;;;;;;;;;;;;;0.5683971201;-0.56839712;;
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;31;GLP;PVL;PVL;GLP;127;153;-26;;;;;;;;;;;;;;;;;3.9040885337;5.7976506252;-1.893562092;0;5
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;34;Mitte;Centre;Centro;Centre;704;645;59;;;;;;;;;;;;;;;;;21.641561635;24.441076165;-2.79951453;0;2
Gemeinde;2023;Gunzgen;11;Solothurn;2578;Gunzgen;35;Übrige;Autres;Altri;Others;111;12;99;;;;;;;;;;;;;;;;;3.4122348601;0.4547176961;2.957517164;0;7
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;1;FDP;PLR;PLR;FDP;1522;1717;-195;;;;;;;;;;;;;;;;;17.466146431;21.179227828;-3.713081397;0;2
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;3;SP;PS;PS;SP;1507;1496;11;;;;;;;;;;;;;;;;;17.29400964;18.453188602;-1.159178963;0;3
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;4;SVP;UDC;UDC;SVP;2899;2548;351;;;;;;;;;;;;;;;;;33.268303879;31.429628716;1.8386751629;1;1
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;7;EVP;PEV;PEV;EVP;132;88;44;;;;;;;;;;;;;;;;;1.5148037641;1.0854816825;0.4293220816;0;8
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;13;GRÜNE;VERT-E-S;VERDI;GREENS;571;535;36;;;;;;;;;;;;;;;;;6.5526738582;6.5992352288;-0.046561371;0;5
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;14;SD;DS;DS;SD;;63;-63;;;;;;;;;;;;;;;;;;0.7771062045;-0.777106205;;
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;31;GLP;PVL;PVL;GLP;539;456;83;;;;;;;;;;;;;;;;;6.1854487032;5.6247687184;0.5606799848;0;6
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;34;Mitte;Centre;Centro;Centre;1378;1156;222;;;;;;;;;;;;;;;;;15.813633234;14.259282102;1.554351132;0;4
Gemeinde;2023;Hägendorf;11;Solothurn;2579;Hägendorf;35;Übrige;Autres;Altri;Others;166;48;118;;;;;;;;;;;;;;;;;1.9049804912;0.5920809177;1.3128995734;0;7
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);1;FDP;PLR;PLR;FDP;921;1089;-168;;;;;;;;;;;;;;;;;16.189136931;20.838117107;-4.648980176;0;3
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);3;SP;PS;PS;SP;804;909;-105;;;;;;;;;;;;;;;;;14.132536474;17.39380023;-3.261263756;0;4
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);4;SVP;UDC;UDC;SVP;1675;1458;217;;;;;;;;;;;;;;;;;29.442784321;27.898966705;1.5438176157;1;1
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);7;EVP;PEV;PEV;EVP;58;84;-26;;;;;;;;;;;;;;;;;1.0195113377;1.607347876;-0.587836538;0;8
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);13;GRÜNE;VERT-E-S;VERDI;GREENS;317;399;-82;;;;;;;;;;;;;;;;;5.5721567938;7.634902411;-2.062745617;0;5
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);14;SD;DS;DS;SD;;30;-30;;;;;;;;;;;;;;;;;;0.5740528129;-0.574052813;;
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);31;GLP;PVL;PVL;GLP;314;226;88;;;;;;;;;;;;;;;;;5.5194234488;4.3245311902;1.1948922586;0;6
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);34;Mitte;Centre;Centro;Centre;1506;1012;494;;;;;;;;;;;;;;;;;26.472139216;19.364714887;7.1074243289;0;2
Gemeinde;2023;Kappel (SO);11;Solothurn;2580;Kappel (SO);35;Übrige;Autres;Altri;Others;94;19;75;;;;;;;;;;;;;;;;;1.6523114783;0.3635667815;1.2887446968;0;7
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;1;FDP;PLR;PLR;FDP;5445;5247;198;;;;;;;;;;;;;;;;;15.743364367;15.751080692;-0.007716325;0;4
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;3;SP;PS;PS;SP;8837;8715;122;;;;;;;;;;;;;;;;;25.550800902;26.161743516;-0.610942614;1;1
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;4;SVP;UDC;UDC;SVP;5550;5372;178;;;;;;;;;;;;;;;;;16.046955415;16.126320845;-0.07936543;0;3
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;7;EVP;PEV;PEV;EVP;671;585;86;;;;;;;;;;;;;;;;;1.9400913664;1.7561239193;0.1839674471;0;7
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;13;GRÜNE;VERT-E-S;VERDI;GREENS;6733;6695;38;;;;;;;;;;;;;;;;;19.467414561;20.097862632;-0.630448071;0;2
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;14;SD;DS;DS;SD;;126;-126;;;;;;;;;;;;;;;;;;0.3782420749;-0.378242075;;
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;31;GLP;PVL;PVL;GLP;3044;2896;148;;;;;;;;;;;;;;;;;8.8012490603;8.6935638809;0.1076851794;0;6
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;34;Mitte;Centre;Centro;Centre;3918;3352;566;;;;;;;;;;;;;;;;;11.32828312;10.062439962;1.2658431588;0;5
Gemeinde;2023;Olten;11;Solothurn;2581;Olten;35;Übrige;Autres;Altri;Others;388;324;64;;;;;;;;;;;;;;;;;1.1218412074;0.9726224784;0.149218729;0;8
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);1;FDP;PLR;PLR;FDP;406;356;50;;;;;;;;;;;;;;;;;20.178926441;21.667681071;-1.48875463;0;2
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);3;SP;PS;PS;SP;215;196;19;;;;;;;;;;;;;;;;;10.685884692;11.929397444;-1.243512752;0;4
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);4;SVP;UDC;UDC;SVP;810;572;238;;;;;;;;;;;;;;;;;40.258449304;34.814363968;5.4440853358;1;1
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);7;EVP;PEV;PEV;EVP;16;10;6;;;;;;;;;;;;;;;;;0.7952286282;0.6086427267;0.1865859015;0;7
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);13;GRÜNE;VERT-E-S;VERDI;GREENS;146;137;9;;;;;;;;;;;;;;;;;7.2564612326;8.3384053561;-1.081944123;0;5
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);14;SD;DS;DS;SD;;13;-13;;;;;;;;;;;;;;;;;;0.7912355447;-0.791235545;;
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);31;GLP;PVL;PVL;GLP;112;133;-21;;;;;;;;;;;;;;;;;5.5666003976;8.0949482654;-2.528347868;0;6
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);34;Mitte;Centre;Centro;Centre;292;222;70;;;;;;;;;;;;;;;;;14.512922465;13.511868533;1.001053932;0;3
Gemeinde;2023;Rickenbach (SO);11;Solothurn;2582;Rickenbach (SO);35;Übrige;Autres;Altri;Others;15;4;11;;;;;;;;;;;;;;;;;0.745526839;0.2434570907;0.5020697483;0;8
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;1;FDP;PLR;PLR;FDP;1076;1233;-157;;;;;;;;;;;;;;;;;18.41834988;21.503313568;-3.084963688;0;3
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;3;SP;PS;PS;SP;1093;1224;-131;;;;;;;;;;;;;;;;;18.709346114;21.346355075;-2.637008961;0;2
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;4;SVP;UDC;UDC;SVP;1698;1471;227;;;;;;;;;;;;;;;;;29.065388566;25.653993722;3.4113948439;1;1
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;7;EVP;PEV;PEV;EVP;140;83;57;;;;;;;;;;;;;;;;;2.3964395755;1.4475061039;0.9489334715;0;7
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;13;GRÜNE;VERT-E-S;VERDI;GREENS;569;723;-154;;;;;;;;;;;;;;;;;9.7398151318;12.608998954;-2.869183822;0;5
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;14;SD;DS;DS;SD;;27;-27;;;;;;;;;;;;;;;;;;0.4708754796;-0.47087548;;
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;31;GLP;PVL;PVL;GLP;325;314;11;;;;;;;;;;;;;;;;;5.5631633002;5.4761074294;0.0870558709;0;6
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;34;Mitte;Centre;Centro;Centre;820;605;215;;;;;;;;;;;;;;;;;14.036288942;10.551098709;3.4851902327;0;4
Gemeinde;2023;Schönenwerd;11;Solothurn;2583;Schönenwerd;35;Übrige;Autres;Altri;Others;121;54;67;;;;;;;;;;;;;;;;;2.0712084902;0.9417509592;1.1294575311;0;8
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;1;FDP;PLR;PLR;FDP;1127;1057;70;;;;;;;;;;;;;;;;;25.62528422;25.618031992;0.0072522279;1;1
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;3;SP;PS;PS;SP;1069;1058;11;;;;;;;;;;;;;;;;;24.306502956;25.642268541;-1.335765585;0;2
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;4;SVP;UDC;UDC;SVP;839;713;126;;;;;;;;;;;;;;;;;19.076853115;17.280659234;1.7961938809;0;3
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;7;EVP;PEV;PEV;EVP;68;60;8;;;;;;;;;;;;;;;;;1.5461573442;1.4541929229;0.0919644213;0;7
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;13;GRÜNE;VERT-E-S;VERDI;GREENS;513;553;-40;;;;;;;;;;;;;;;;;11.664392906;13.40281144;-1.738418534;0;4
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;14;SD;DS;DS;SD;;4;-4;;;;;;;;;;;;;;;;;;0.0969461949;-0.096946195;;
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;31;GLP;PVL;PVL;GLP;297;229;68;;;;;;;;;;;;;;;;;6.7530695771;5.5501696558;1.2028999212;0;6
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;34;Mitte;Centre;Centro;Centre;463;424;39;;;;;;;;;;;;;;;;;10.527512506;10.276296655;0.2512158503;0;5
Gemeinde;2023;Starrkirch-Wil;11;Solothurn;2584;Starrkirch-Wil;35;Übrige;Autres;Altri;Others;22;28;-6;;;;;;;;;;;;;;;;;0.5002273761;0.678623364;-0.178395988;0;8
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);1;FDP;PLR;PLR;FDP;151;156;-5;;;;;;;;;;;;;;;;;11.833855799;13.494809689;-1.660953889;0;3
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);3;SP;PS;PS;SP;131;161;-30;;;;;;;;;;;;;;;;;10.26645768;13.92733564;-3.66087796;0;4
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);4;SVP;UDC;UDC;SVP;526;362;164;;;;;;;;;;;;;;;;;41.222570533;31.314878893;9.9076916402;1;1
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);7;EVP;PEV;PEV;EVP;22;36;-14;;;;;;;;;;;;;;;;;1.724137931;3.1141868512;-1.39004892;0;7
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);13;GRÜNE;VERT-E-S;VERDI;GREENS;56;128;-72;;;;;;;;;;;;;;;;;4.3887147335;11.07266436;-6.683949626;0;5
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);14;SD;DS;DS;SD;;4;-4;;;;;;;;;;;;;;;;;;0.3460207612;-0.346020761;;
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);31;GLP;PVL;PVL;GLP;43;81;-38;;;;;;;;;;;;;;;;;3.3699059561;7.0069204152;-3.637014459;0;6
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);34;Mitte;Centre;Centro;Centre;335;227;108;;;;;;;;;;;;;;;;;26.253918495;19.636678201;6.6172402946;0;2
Gemeinde;2023;Walterswil (SO);11;Solothurn;2585;Walterswil (SO);35;Übrige;Autres;Altri;Others;12;1;11;;;;;;;;;;;;;;;;;0.9404388715;0.0865051903;0.8539336812;0;8
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;1;FDP;PLR;PLR;FDP;1736;1525;211;;;;;;;;;;;;;;;;;20.08097166;19.526248399;0.5547232604;0;2
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;3;SP;PS;PS;SP;1676;1508;168;;;;;;;;;;;;;;;;;19.386928861;19.308578745;0.0783501154;0;3
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;4;SVP;UDC;UDC;SVP;2126;1885;241;;;;;;;;;;;;;;;;;24.592249855;24.135723431;0.4565264239;1;1
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;7;EVP;PEV;PEV;EVP;204;181;23;;;;;;;;;;;;;;;;;2.3597455176;2.3175416133;0.0422039043;0;7
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;13;GRÜNE;VERT-E-S;VERDI;GREENS;852;941;-89;;;;;;;;;;;;;;;;;9.8554077501;12.04865557;-2.19324782;0;5
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;14;SD;DS;DS;SD;;23;-23;;;;;;;;;;;;;;;;;;0.2944942382;-0.294494238;;
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;31;GLP;PVL;PVL;GLP;528;553;-25;;;;;;;;;;;;;;;;;6.1075766339;7.0806658131;-0.973089179;0;6
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;34;Mitte;Centre;Centro;Centre;1384;1139;245;;;;;;;;;;;;;;;;;16.009253904;14.583866837;1.4253870666;0;4
Gemeinde;2023;Wangen bei Olten;11;Solothurn;2586;Wangen bei Olten;35;Übrige;Autres;Altri;Others;139;55;84;;;;;;;;;;;;;;;;;1.6078658184;0.7042253521;0.9036404663;0;8
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;1;FDP;PLR;PLR;FDP;7437;7341;96;;;;;;;;;;;;;;;;;19.838348271;19.743955246;0.0943930255;0;2
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;3;SP;PS;PS;SP;10246;9240;1006;;;;;;;;;;;;;;;;;27.331412719;24.851402598;2.4800101206;1;1
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;4;SVP;UDC;UDC;SVP;4648;4565;83;;;;;;;;;;;;;;;;;12.39863423;12.277776284;0.120857946;0;4
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;7;EVP;PEV;PEV;EVP;511;351;160;;;;;;;;;;;;;;;;;1.3631028596;0.9440305532;0.4190723063;0;8
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;6719;7659;-940;;;;;;;;;;;;;;;;;17.923068715;20.59923079;-2.676162075;0;3
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;14;SD;DS;DS;SD;;118;-118;;;;;;;;;;;;;;;;;;0.3173663968;-0.317366397;;
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;31;GLP;PVL;PVL;GLP;3314;3573;-259;;;;;;;;;;;;;;;;;8.8401621852;9.6097469137;-0.769584729;0;6
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;34;Mitte;Centre;Centro;Centre;3985;3911;74;;;;;;;;;;;;;;;;;10.630068289;10.518813372;0.1112549161;0;5
Gemeinde;2023;Solothurn;11;Solothurn;2601;Solothurn;35;Übrige;Autres;Altri;Others;628;423;205;;;;;;;;;;;;;;;;;1.6752027315;1.1376778462;0.5375248853;0;7
