kanton_nummer;kanton_bezeichnung;liste_nummer;liste_nummer_kanton;liste_bezeichnung;liste_1;liste_2;liste_3;liste_4;liste_5;liste_6;liste_7;liste_8;liste_9;liste_10;liste_11;liste_12;liste_13;liste_14;liste_15;liste_16;liste_17;liste_18;liste_19;liste_20;liste_21;liste_22;liste_23;liste_24;liste_25;liste_26;liste_27;liste_28;liste_29;liste_30;liste_31;liste_32;liste_33;liste_34;liste_35;liste_36;liste_37;liste_38;liste_39;liste_40;liste_41;liste_42;liste_43;liste_44;liste_45;liste_46;liste_47;liste_48;liste_49;liste_50;liste_51;liste_52;liste_ohne_listenbezeichnung;stimmen_liste_veraendert;stimmen_liste_unveraendert;stimmen_liste;wahlzettel_liste_unveraendert;wahlzettel_liste_veraendert;wahlzettel_liste;wahlzettel_ohne_listenbez
3;Luzern;38;41;FDP.Landwirtschaft;582;26;379;4;45;839;0;0;0;2;0;1;0;3;2;0;4;2;0;6;1;11;0;2;5;33;5;3;3;1;2;11;11;5;12;5;3;1105;10;74;0;0;4;0;1;8;0;2;0;0;0;0;676;3888;1233;5121;137;172;309;
3;Luzern;39;42;MASS-VOLL! - Freiheit, Souveränität & Grundrechte;1144;21;47;23;22;56;0;0;0;1;1;1;0;0;0;0;0;8;2;13;0;78;1;3;3;0;2;1;3;1;2;1;0;0;0;2;0;0;4541;9;7;0;0;0;3;22;0;42;0;0;0;0;542;6602;7443;14045;827;703;1530;
3;Luzern;40;43;Für eine produzierende Landwirtschaft;1378;9;215;13;17;110;0;0;0;2;0;0;0;0;0;0;0;5;0;11;0;5;0;1;6;29;0;3;2;2;0;2;2;2;0;2;0;2;58;2776;19;2;2;0;1;27;0;2;0;0;0;0;592;5297;990;6287;110;415;525;
3;Luzern;41;44;SVP International;61;1;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;2;249;0;0;0;0;33;0;0;0;0;0;0;37;410;666;1076;74;45;119;
3;Luzern;42;45;senior GLP;30;168;337;95;831;121;2;5;4;63;0;8;2;4;2;0;13;0;4;7;9;8;0;31;16;3;3;2;15;0;5;1;4;10;2;1;5;3;1;0;1;293;20;14;4;5;14;1;0;0;0;0;1102;3269;522;3791;58;58;116;
3;Luzern;43;46;GLP Unternehmerinnen und Unternehmer;22;29;63;30;331;82;0;0;0;6;0;1;1;2;0;0;4;0;0;1;0;1;0;6;2;0;0;0;0;0;1;1;5;3;2;1;2;0;3;1;0;8;292;1;1;6;2;0;0;0;0;0;307;1217;1008;2225;112;60;172;
3;Luzern;44;47;GLP International;15;33;106;35;150;18;0;1;4;14;7;5;0;0;0;0;2;1;3;3;2;7;0;12;4;0;2;3;1;3;0;0;3;1;0;0;0;1;1;0;0;6;11;140;3;0;2;1;0;0;0;0;361;961;324;1285;36;25;61;
3;Luzern;45;48;SP - Pflege - Betreuung - Carearbeit;34;837;140;326;82;28;14;12;7;13;6;2;6;3;1;22;7;0;1;6;16;23;3;17;11;0;3;15;9;5;0;3;3;1;6;1;0;1;9;5;1;2;2;0;987;4;29;4;0;0;0;0;730;3437;5355;8792;595;188;783;
3;Luzern;46;49;SVP Gewerbe;1180;3;158;1;14;125;0;0;0;0;2;1;0;1;0;0;0;8;0;3;0;17;1;1;0;3;9;2;5;1;0;0;7;0;6;0;4;1;35;16;32;0;0;0;0;2465;0;0;0;0;0;0;451;4552;2124;6676;236;345;581;
3;Luzern;47;50;SP - Kultur;26;1398;124;531;169;11;28;37;14;42;2;3;4;0;0;48;22;0;0;6;90;5;0;7;10;4;2;1;15;4;0;2;0;0;3;0;2;0;4;0;10;7;2;0;40;0;886;0;0;0;0;0;1184;4743;2916;7659;324;165;489;
3;Luzern;48;51;Schweizer Demokraten (SD);157;6;22;7;7;9;0;0;0;0;0;0;0;2;0;0;0;5;0;3;0;4;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;46;2;2;0;0;0;0;5;0;235;0;0;0;0;125;642;360;1002;40;50;90;
3;Luzern;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11842
5;Schwyz;1;1;Schweizerische Volkspartei (SVP);27083;1201;688;97;59;74;4;8;67;0;1;0;3742;10;21;15;5;2;23;5;3;14;18;0;13;6;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1757;34946;45984;80930;11496;9262;20758;
5;Schwyz;2;2;FDP.Die Liberalen Kanton Schwyz;2731;14589;1351;276;191;10;36;12;349;1;8;3;400;20;54;35;45;7;197;13;36;24;52;3;38;28;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2030;22551;15832;38383;3958;5085;9043;
5;Schwyz;3;3;Die Mitte Schwyz, Freiheit.Solidarität.Verantwortung.;1949;1293;12401;331;197;3;26;26;749;2;3;0;306;19;38;15;8;1;238;11;28;17;131;8;19;13;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1687;19528;6384;25912;1596;4572;6168;
5;Schwyz;4;4;Die Mitte - Innerschwyz;284;424;926;1705;53;4;30;10;153;0;14;0;80;8;12;13;5;2;74;12;5;13;21;2;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633;4499;1788;6287;447;754;1201;
5;Schwyz;5;5;Die Mitte - Ausserschwyz;254;347;474;109;1362;2;6;13;101;1;9;1;48;10;10;17;5;5;56;1;10;2;17;0;16;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470;3351;2184;5535;546;562;1108;
5;Schwyz;6;6;Junge Schweizerische Volkspartei (JSVP);648;37;15;3;5;394;7;1;0;0;1;1;180;3;1;6;1;0;1;3;0;9;5;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;1489;936;2425;234;136;370;
5;Schwyz;7;7;Die Junge Mitte - Ruggewind;70;74;243;37;41;2;379;13;32;0;5;4;36;6;3;1;1;0;16;5;1;4;9;1;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1204;448;1652;112;148;260;
5;Schwyz;8;8;Die Junge Mitte - Ufwind;55;74;219;41;43;1;31;293;46;2;2;3;19;8;1;2;3;2;34;4;6;8;37;10;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;1130;328;1458;82;111;193;
5;Schwyz;9;9;Sozialdemokratische Partei (SP) Kanton Schwyz;297;461;837;114;84;3;19;11;7768;11;33;11;173;36;7;2;9;5;220;2;11;46;302;18;10;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;926;11423;9728;21151;2432;2677;5109;
5;Schwyz;10;10;JungsozialistInnen (JUSO);2;4;6;1;5;0;0;2;68;92;6;11;0;0;0;0;1;0;5;3;0;0;14;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;282;240;522;60;38;98;
5;Schwyz;11;11;Liste für die Vielfalt;22;48;46;23;13;2;10;2;216;4;294;6;17;21;0;1;1;0;21;7;1;4;53;6;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;968;404;1372;101;123;224;
5;Schwyz;12;12;JUSO Frauen;4;3;20;0;1;0;2;5;65;13;4;104;5;2;0;0;0;0;3;1;0;0;35;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;342;232;574;58;45;103;
5;Schwyz;13;13;Freie Liste;2865;177;135;19;16;19;2;3;60;0;0;0;7103;3;3;3;1;3;14;1;0;14;9;0;2;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;10920;9864;20784;2466;3148;5614;
5;Schwyz;14;14;Schwyzer Gesundheits- und Pflegepersonal;24;32;42;19;21;2;1;4;139;5;86;4;23;260;3;0;2;1;16;3;3;6;34;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;898;856;1754;214;112;326;
5;Schwyz;15;15;FDP.Die Liberalen – Schwyzer Gewerbe;182;360;106;34;9;1;0;0;10;0;2;2;32;6;292;6;10;0;15;0;1;0;1;3;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1290;420;1710;105;122;227;
5;Schwyz;16;16;FDP.Die Liberalen – Gesunde Schwyzer Finanzen;109;295;43;12;16;5;0;4;11;0;3;1;19;0;6;273;9;1;20;3;1;4;5;0;14;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;1048;596;1644;149;108;257;
5;Schwyz;17;17;FDP.Die Liberalen – Innovation + Nachhaltigkeit;62;198;55;22;14;2;1;1;12;0;0;0;11;2;10;8;189;1;18;2;1;1;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;740;536;1276;134;79;213;
5;Schwyz;18;18;FDP.Die Liberalen – Boomers für die Jugend;24;93;19;7;10;1;0;0;4;0;0;0;4;0;2;2;2;63;5;3;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;306;132;438;33;25;58;
5;Schwyz;19;19;GLP Hauptliste;36;163;260;31;33;0;3;5;174;2;0;0;19;1;4;3;2;1;1609;17;36;11;46;2;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;2805;2520;5325;630;732;1362;
5;Schwyz;20;20;JGLP Liste;13;38;42;15;5;0;10;3;18;1;2;1;5;5;2;5;1;1;103;219;26;2;15;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;652;452;1104;113;92;205;
5;Schwyz;21;21;GLP Wirtschaftsliste;6;41;43;10;10;0;3;1;17;1;0;1;6;2;1;2;4;0;118;20;302;1;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;702;560;1262;140;121;261;
5;Schwyz;22;22;Evangelische Volkspartei Kanton Schwyz;33;15;36;13;10;5;3;4;37;0;3;1;16;2;1;4;1;0;15;3;1;281;5;2;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;600;448;1048;112;119;231;
5;Schwyz;23;23;Grüne Schwyz - Für eine lebenswerte Zukunft;21;62;150;38;18;3;5;5;518;14;6;17;26;14;3;1;4;0;69;16;5;5;1471;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;2846;2740;5586;685;600;1285;
5;Schwyz;24;24;Junge Grüne Schwyz;6;9;17;5;7;0;4;11;57;3;7;9;3;9;1;0;1;0;7;8;1;2;83;119;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;481;304;785;76;57;133;
5;Schwyz;25;25;FDP.Die Liberalen – Frauen Schwyz;131;235;75;48;22;2;8;7;21;0;2;0;28;1;8;17;5;5;24;3;5;8;9;3;237;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;1161;448;1609;112;105;217;
5;Schwyz;26;26;FDP.Die Liberalen – Jungfreisinnige;35;63;34;6;2;4;2;0;11;0;1;0;13;0;4;1;1;0;7;3;0;0;8;2;5;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;402;204;606;51;49;100;
5;Schwyz;27;27;MASS-VOLL! Bewegung für Freiheit, Souveränität & Grundrechte;102;4;5;0;1;5;0;0;5;0;0;0;278;0;1;0;0;0;0;0;0;0;2;0;0;2;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;648;696;1344;174;83;257;
5;Schwyz;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2844
9;Zug;1;1;Alternative – die Grünen (Stammliste);5673;20;34;41;7;41;36;15;23;1150;14;13;14;29;88;66;18;210;18;6;8;18;8;127;54;6;384;136;5;6;4;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1371;9652;5691;15343;1897;2707;4604;
9;Zug;2;2;Alternative – die Grünen - Berg;130;147;1;4;1;2;3;2;1;44;1;2;1;1;2;3;0;12;0;1;1;2;0;10;4;0;16;6;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;522;183;705;61;78;139;
9;Zug;3;3;Alternative – die Grünen - Ennetsee;144;3;164;4;1;3;3;0;4;62;1;5;1;2;11;2;1;16;1;0;0;3;0;4;0;0;16;10;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;594;147;741;49;94;143;
9;Zug;4;4;Alternative – die Grünen - Junge Alternative a;110;3;10;203;6;0;1;0;0;25;0;3;1;0;4;1;1;8;5;4;1;3;1;9;4;1;15;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;557;237;794;79;108;187;
9;Zug;5;5;Alternative – die Grünen - Junge Alternative b;47;1;1;13;50;2;2;0;2;3;0;0;0;1;1;0;0;1;0;0;0;0;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;173;129;302;43;27;70;
9;Zug;6;6;Alternative – die Grünen - Nachhaltig Grün;204;7;1;7;1;183;16;2;2;63;3;5;2;0;5;5;2;23;1;2;1;4;1;5;9;0;19;19;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;750;186;936;62;102;164;
9;Zug;7;7;Alternative – die Grünen - Urban;236;6;10;8;3;11;224;4;1;56;2;4;2;1;8;4;0;15;1;0;0;1;1;11;3;0;18;13;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;821;186;1007;62;113;175;
9;Zug;8;8;aufrecht-zug;7;0;2;1;0;2;1;524;1;16;3;0;0;2;3;2;1;3;2;0;0;2;2;0;1;0;3;136;2;3;1;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;906;1341;2247;447;231;678;
9;Zug;9;9;Christlich-Soziale Partei (CSP);107;3;1;0;1;4;1;7;299;209;4;2;5;12;15;9;3;12;3;2;0;1;2;6;7;2;37;60;0;5;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;1063;318;1381;106;142;248;
9;Zug;10;10;Die Mitte (Stammliste);606;11;27;8;0;15;9;11;49;10813;44;49;85;39;535;685;100;301;10;3;12;16;2;18;4;2;116;1737;19;36;10;14;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2547;17943;7326;25269;2442;5675;8117;
9;Zug;11;11;Die Mitte - AWG;42;2;1;1;1;0;2;3;4;613;305;32;23;4;26;28;5;27;4;1;1;1;2;6;3;0;14;59;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;1596;252;1848;84;157;241;
9;Zug;12;12;Die Mitte - Die Junge Mitte;25;1;2;1;1;4;6;3;1;270;9;317;19;0;23;10;2;12;4;6;2;5;2;2;3;1;3;36;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;1020;333;1353;111;170;281;
9;Zug;13;13;Die Mitte - Stadt und Land Zug;13;0;0;1;0;2;2;2;4;538;22;23;337;4;39;27;4;26;3;2;3;4;4;5;2;0;10;98;2;8;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334;1522;456;1978;152;198;350;
9;Zug;14;14;EVP - Evangelische Volkspartei;8;0;0;0;0;0;0;2;3;25;4;1;3;169;3;1;1;8;2;0;1;2;1;0;2;0;4;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;320;309;629;103;106;209;
9;Zug;15;15;FDP - Fortschritt;72;4;3;2;2;1;5;1;4;655;19;10;29;13;2154;479;109;134;11;9;9;13;1;6;5;0;12;298;2;5;0;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;873;4952;3177;8129;1059;1241;2300;
9;Zug;16;16;FDP - Freisinn;29;3;3;0;0;0;2;6;1;428;4;1;5;0;322;2287;99;40;0;1;1;5;3;1;1;0;4;259;4;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;552;4073;2979;7052;993;1420;2413;
9;Zug;17;17;FDP - Jungfreisinnige (Stammliste);3;0;0;0;0;0;0;3;1;30;2;4;3;0;57;57;147;6;2;2;0;2;1;3;0;0;3;26;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;465;180;645;60;203;263;
9;Zug;18;18;GLP – Grünliberale Partei (Stammliste);125;2;0;3;1;2;1;2;1;318;12;7;13;2;62;46;17;1144;6;11;10;11;1;5;0;0;17;36;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442;2300;2358;4658;786;804;1590;
9;Zug;19;19;GLP – International;32;1;1;0;1;0;0;1;0;15;1;1;4;2;12;3;3;69;406;5;7;9;0;1;8;0;7;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;744;213;957;71;178;249;
9;Zug;20;20;GLP – Junge Grünliberale;26;0;1;5;0;6;1;1;0;33;0;3;0;0;8;4;2;53;8;88;4;1;1;0;0;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;350;261;611;87;55;142;
9;Zug;21;21;GLP – Oldies for Future;20;0;2;1;0;0;0;0;0;13;1;1;2;1;7;6;2;69;11;6;93;9;0;2;1;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;328;156;484;52;55;107;
9;Zug;22;22;GLP – Start-up;10;1;0;0;0;1;0;2;0;27;4;4;1;1;18;5;2;89;17;3;3;186;0;3;3;0;7;7;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;577;282;859;94;105;199;
9;Zug;23;23;PARAT;16;0;0;1;0;2;0;5;0;17;2;1;1;0;6;4;0;8;0;0;1;0;78;0;5;1;5;18;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;255;195;450;65;42;107;
9;Zug;24;24;Sozialdemokratische Partei (SP) - SP Frauen;98;3;7;9;3;4;5;0;2;29;2;1;4;1;7;2;1;15;1;4;1;1;3;395;8;2;90;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;881;990;1871;330;235;565;
9;Zug;25;25;Sozialdemokratische Partei (SP) - SP Jung(s);83;5;1;2;0;8;5;3;3;22;0;4;2;1;4;3;1;25;8;1;1;6;0;25;277;2;64;11;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;824;330;1154;110;144;254;
9;Zug;26;26;Sozialdemokratische Partei (SP) - SP Juso;17;1;1;2;1;0;2;1;1;4;0;0;0;0;1;0;0;2;0;1;0;0;1;20;5;59;10;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;170;282;452;94;27;121;
9;Zug;27;27;Sozialdemokratische Partei (SP) - SP Kanton Zug (Stammliste);147;3;3;4;1;9;6;1;4;46;0;4;3;2;9;8;4;24;1;0;0;4;4;27;14;3;667;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;1257;1560;2817;520;524;1044;
9;Zug;28;28;SVP - Die Schweizerische Volkspartei (Stammliste);46;4;2;1;0;2;3;57;10;1221;6;9;14;23;237;420;61;38;0;4;0;1;2;2;2;0;4;12435;62;82;30;28;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2122;16947;14019;30966;4673;5812;10485;
9;Zug;29;29;SVP - Für einen dynamischen Ennetsee!;4;1;1;0;0;0;0;2;1;45;0;4;2;3;7;12;2;1;0;0;0;0;1;0;0;0;2;589;214;5;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;1143;270;1413;90;114;204;
9;Zug;30;30;SVP - Für eine starke Stadt Zug!;7;0;0;1;0;1;2;11;1;185;3;0;5;1;27;64;19;3;0;2;1;0;2;0;0;0;2;884;8;378;4;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;2043;699;2742;233;190;423;
9;Zug;31;31;SVP - Für ein lebenswertes Baar!;4;0;0;0;0;1;0;5;1;13;0;0;0;0;4;4;1;4;0;0;2;0;0;0;0;0;0;114;3;5;81;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;322;171;493;57;48;105;
9;Zug;32;32;SVP - Für unser schönes Ägerital!;3;0;0;0;0;0;0;12;0;15;0;0;6;0;8;6;0;0;0;1;0;0;1;2;0;0;0;227;6;7;2;121;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;557;246;803;82;69;151;
9;Zug;33;33;SVP - Junge Schweizerische Volkspartei;6;0;1;0;0;0;0;3;0;12;0;0;1;0;7;6;1;1;0;0;0;0;1;1;0;0;0;159;8;3;5;2;69;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;375;126;501;42;36;78;
9;Zug;34;34;Zuger Gewerkschaftsbund;21;2;2;1;0;0;1;2;2;10;3;0;6;4;3;1;0;13;9;0;2;5;0;6;7;0;14;11;0;1;0;2;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;363;141;504;47;45;92;
9;Zug;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4296
10;Fribourg / Freiburg;1;1;Le Centre Fribourg (Le Centre) // Die Mitte Freiburg (Die Mitte);39413;3143;4020;357;5174;546;1170;77;13;18;17;91;52;34;34;15;197;52;139;105;80;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10762;65523;43057;108580;6151;8941;15092;
10;Fribourg / Freiburg;2;2;Parti socialiste fribourgeois (PS) // Sozialdemokratische Partei Freiburg (SP);4497;34262;1182;613;1105;610;4878;23;9;8;4;54;15;37;284;193;63;24;75;40;132;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10107;58231;70406;128637;10058;7109;17167;
10;Fribourg / Freiburg;3;3;PLR.Les Libéraux-Radicaux (PLR) // FDP. Die Liberalen (FDP);4563;1133;28913;71;3706;382;368;46;16;18;11;18;202;32;17;1;41;10;85;49;48;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7022;46763;34972;81735;4996;6033;11029;
10;Fribourg / Freiburg;4;4;Centre Gauche-PCS Fribourg (CG-PCS) // Mitte Links-CSP Freiburg (ML-CSP);1148;1608;183;2915;217;196;906;9;3;5;4;45;6;36;72;19;55;22;62;18;48;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3048;10639;5887;16526;841;734;1575;
10;Fribourg / Freiburg;5;5;Union Démocratique du Centre (UDC) // Schweizerische Volkspartei (SVP);4580;727;4128;81;44635;131;188;184;61;109;42;41;56;3;6;1;61;14;31;25;156;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6965;62266;96607;158873;13801;8570;22371;
10;Fribourg / Freiburg;6;6;Parti vert'libéral (PVL) // Grünliberale Partei (GLP);563;564;309;89;166;3933;507;5;0;5;2;6;15;86;28;12;27;10;26;14;23;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2245;8643;11389;20032;1627;1088;2715;
10;Fribourg / Freiburg;7;7;Les VERT-E-S (Les VERT-E-S) // GRÜNE (GRÜNE);2120;5241;548;409;364;720;14597;7;1;5;2;31;19;53;497;74;59;6;15;11;90;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5723;30598;35098;65696;5014;3544;8558;
10;Fribourg / Freiburg;8;8;Union Démocratique Fédérale (UDF) // Eidgenössisch-Demokratische Union (EDU);190;64;92;16;683;14;34;876;6;1;13;50;3;1;6;0;2;6;12;3;20;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;645;2753;4648;7401;664;201;865;
10;Fribourg / Freiburg;9;9;Jeunes UDC Gruyère (Jeunes UDC Gruyère) // Junge SVP Gruyère (Junge SVP Gruyère);142;39;159;4;813;15;7;20;425;12;21;0;8;1;0;0;0;5;5;5;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;2404;2156;4560;308;87;395;
10;Fribourg / Freiburg;10;10;Jeunes UDC Singine-Lac (Jeunes UDC Singine-Lac) // Junge SVP Sense-See (Junge SVP Sense-See);129;18;84;4;964;8;8;12;10;916;8;2;3;2;0;0;9;2;1;2;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;2572;1932;4504;276;166;442;
10;Fribourg / Freiburg;11;11;Jeunes UDC Centre-Ouest (Jeunes UDC Centre-Ouest) // Junge SVP Zentrum-West (Junge SVP Zentrum-West);130;37;124;4;714;9;3;30;34;8;341;4;2;1;2;0;7;8;18;11;18;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733;2243;1547;3790;221;72;293;
10;Fribourg / Freiburg;12;12;Parti Evangélique (PEV) // Evangelische Volkspartei (EVP);169;126;51;60;141;32;61;62;2;7;2;763;2;4;10;1;19;12;7;2;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;605;2157;2639;4796;377;167;544;
10;Fribourg / Freiburg;13;13;Jeunes Libéraux-Radicaux Fribourg (Jeunes PLR) // Jungfreisinnige Freiburg (Junge FDP);420;128;1409;21;320;86;67;4;5;17;2;6;1023;22;8;8;21;4;13;13;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1166;4774;1974;6748;282;215;497;
