kanton_nummer;kanton_bezeichnung;liste_nummer;liste_nummer_kanton;liste_bezeichnung;liste_1;liste_2;liste_3;liste_4;liste_5;liste_6;liste_7;liste_8;liste_9;liste_10;liste_11;liste_12;liste_13;liste_14;liste_15;liste_16;liste_17;liste_18;liste_19;liste_20;liste_21;liste_22;liste_23;liste_24;liste_25;liste_26;liste_27;liste_28;liste_29;liste_30;liste_31;liste_32;liste_33;liste_34;liste_35;liste_36;liste_37;liste_38;liste_39;liste_40;liste_41;liste_42;liste_43;liste_44;liste_45;liste_46;liste_47;liste_48;liste_49;liste_50;liste_51;liste_52;liste_ohne_listenbezeichnung;stimmen_liste_veraendert;stimmen_liste_unveraendert;stimmen_liste;wahlzettel_liste_unveraendert;wahlzettel_liste_veraendert;wahlzettel_liste;wahlzettel_ohne_listenbez
13;Basel-Landschaft;14;17;Grünliberale Partei - KMU und Wirtschaft;129;75;48;12;91;6;31;7;199;3;2;1;24;301;15;0;0;4;0;3;6;1;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561;1526;980;2506;140;85;225;
13;Basel-Landschaft;15;18;Grünliberale Partei - Digitalisierung;41;109;12;7;53;8;57;4;275;13;0;0;65;10;283;0;3;2;0;2;2;1;0;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;1293;595;1888;85;76;161;
13;Basel-Landschaft;16;22;Jungsozialist*innen Landkinder;12;447;15;6;13;0;110;2;19;4;0;1;2;0;0;368;33;4;2;2;2;0;1;0;1;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;1415;448;1863;64;85;149;
13;Basel-Landschaft;17;23;Jungsozialist*innen Agglokinder;7;266;3;0;4;2;62;0;14;5;0;1;3;1;3;39;283;1;0;0;3;0;0;0;2;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;950;644;1594;92;62;154;
13;Basel-Landschaft;18;24;Sozialdemokratische Partei 60+;79;843;96;23;106;0;230;11;83;3;0;1;22;3;4;0;1;348;1;5;3;3;5;0;10;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;936;2840;980;3820;140;80;220;
13;Basel-Landschaft;19;33;Junge SVP Baselland;136;22;1342;19;87;14;21;46;26;1;2;14;10;3;0;1;0;0;698;10;11;0;10;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;3242;1071;4313;153;150;303;
13;Basel-Landschaft;20;44;Junge Evangelische Volkspartei;43;112;73;334;89;5;54;8;50;11;5;41;32;3;3;0;0;1;4;729;12;0;9;7;6;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;752;2392;1141;3533;163;152;315;
13;Basel-Landschaft;21;55;Die Junge Mitte Basel-Landschaft;94;129;69;11;436;15;65;14;127;13;1;10;37;10;8;2;0;1;15;20;458;9;13;4;4;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;797;2375;672;3047;96;117;213;
13;Basel-Landschaft;22;56;Die Mitte Bildung und Gesundheit;63;103;56;6;205;6;36;1;78;4;2;0;43;3;7;1;0;2;3;2;15;134;3;6;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;547;1334;343;1677;49;37;86;
13;Basel-Landschaft;23;57;Die Mitte Oberes Baselbiet;98;55;165;28;273;12;20;25;65;6;1;10;18;6;1;0;0;1;22;9;21;5;335;18;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;1926;574;2500;82;79;161;
13;Basel-Landschaft;24;58;Die Mitte Unteres Baselbiet;121;115;292;44;475;0;45;6;58;4;0;7;11;4;3;0;0;1;2;9;10;8;18;458;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;812;2509;833;3342;119;104;223;
13;Basel-Landschaft;25;70;Grüne Panther;41;277;29;12;81;1;418;11;59;9;0;0;16;7;5;0;4;9;0;3;3;1;0;1;182;9;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;656;1874;483;2357;69;54;123;
13;Basel-Landschaft;26;71;Grüne Gesundheit und Soziales;24;463;29;13;55;4;416;3;74;5;1;1;43;2;7;2;10;5;6;5;5;8;1;5;12;341;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;780;2354;756;3110;108;75;183;
13;Basel-Landschaft;27;77;Junge Grüne;27;466;14;7;19;2;576;6;74;9;0;3;19;1;7;16;19;6;3;2;9;1;0;1;11;11;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757;2781;1624;4405;232;173;405;
13;Basel-Landschaft;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9264
14;Schaffhausen;1;1;Schweizerische Volkspartei (SVP);2803;141;300;65;1;2;44;54;42;10;55;6;0;3;14;1;1;33;27;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1975;5649;15776;21425;7888;2177;10065;
14;Schaffhausen;2;2;Sozialdemokratische Partei (SP);198;2536;51;155;150;58;1;41;45;0;6;2;0;19;12;0;23;4;4;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1351;4688;12628;17316;6314;1669;7983;
14;Schaffhausen;3;3;FDP.Die Liberalen - frei und progressiv (Stammliste);283;38;904;32;1;2;2;16;1;0;1;4;0;0;1;0;1;4;9;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;1913;1748;3661;874;760;1634;
14;Schaffhausen;4;4;Grünliberale Partei (GLP);43;118;28;575;25;10;0;47;12;1;3;0;0;23;4;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;1321;2190;3511;1095;526;1621;
14;Schaffhausen;5;6;Grüne Partei Schaffhausen;7;186;2;19;227;11;1;5;4;1;0;2;0;0;1;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;742;1204;1946;602;228;830;
14;Schaffhausen;6;7;Junge Grüne;5;111;4;24;25;131;0;2;1;0;0;0;0;2;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;491;672;1163;336;123;459;
14;Schaffhausen;7;8;Eidgenössisch-Demokratische Union (EDU);52;0;1;1;0;1;71;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;209;908;1117;454;85;539;
14;Schaffhausen;8;9;Die Mitte Schaffhausen;12;18;2;21;2;1;1;221;4;1;0;0;0;4;0;1;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;464;1218;1682;609;224;833;
14;Schaffhausen;9;10;Evangelische Volkspartei (EVP);49;22;6;22;6;0;21;22;228;4;6;1;0;2;1;0;1;1;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;637;968;1605;484;188;672;
14;Schaffhausen;10;11;Junge SVP;141;2;7;3;0;3;0;3;0;98;13;4;0;0;8;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;413;448;861;224;66;290;
14;Schaffhausen;11;12;SVP AGRO;324;13;10;5;0;0;10;2;2;9;225;3;0;1;3;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295;906;1220;2126;610;167;777;
14;Schaffhausen;12;13;SVP KMU;107;6;4;2;0;0;0;4;2;4;13;72;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;376;388;764;194;53;247;
14;Schaffhausen;13;15;Jungfreisinnige Schaffhausen;6;1;5;5;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;37;64;101;32;1;33;
14;Schaffhausen;14;16;Junge GLP;11;41;6;53;9;14;0;6;6;0;1;0;0;123;0;0;3;4;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;446;450;896;225;95;320;
14;Schaffhausen;15;17;MASS-VOLL! Bewegung für Freiheit, Souveränität und Grundrechte;70;7;2;2;0;0;9;1;1;0;4;4;0;0;117;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;308;1624;1932;812;83;895;
14;Schaffhausen;16;18;SVP International;5;0;1;0;0;0;0;1;1;0;0;0;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;55;168;223;84;12;96;
14;Schaffhausen;17;19;Jungsozialistische Partei (JUSO);1;34;2;0;5;10;0;0;0;1;0;0;0;0;1;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;182;324;506;162;53;215;
14;Schaffhausen;18;20;FDP.Die Liberalen - dynamisch & Lösungsorientiert;63;11;61;7;0;1;2;5;2;1;0;3;0;4;1;1;0;133;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;485;438;923;219;97;316;
14;Schaffhausen;19;21;FDP.Die Liberalen - engagiert für Stadt und Land;53;7;40;7;2;0;6;2;8;0;4;3;0;2;0;0;0;5;228;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;568;388;956;194;151;345;
14;Schaffhausen;20;22;FDP.Die Liberalen - eigenverantwortlich und klimafreundlich;121;46;84;54;3;2;2;14;8;1;3;2;1;6;0;0;1;6;15;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;1230;1062;2292;531;287;818;
14;Schaffhausen;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3585
17;St. Gallen;1;1;SVP Schweizerische Volkspartei;224083;3827;4789;107;202;116;78;220;646;17;4;9022;274;104;63;83;354;10;7;15;618;23;1175;179;130;397;1033;492;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27487;275721;321024;596745;26752;24407;51159;
17;St. Gallen;2;2a;Die Mitte, Hauptliste Nord-West;6339;38948;3776;321;163;314;98;341;1637;46;11;4118;209;120;47;45;1070;25;22;31;1430;62;71;161;94;77;90;24;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12217;71917;30024;101941;2502;6485;8987;
17;St. Gallen;3;2b;Die Mitte, Hauptliste Süd-Ost;19597;8861;48471;230;609;216;312;433;1920;60;14;5079;284;133;26;70;1027;29;40;38;1583;68;301;180;285;191;109;67;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17292;107545;26772;134317;2231;6549;8780;
17;St. Gallen;4;2c;Die Mitte, Perspektivenliste Nord-West;1910;2292;898;1985;76;209;68;116;226;19;2;532;98;53;11;14;185;9;10;14;377;78;51;66;49;40;20;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4341;13764;3132;16896;261;312;573;
17;St. Gallen;5;2d;Die Mitte, Perspektivenliste Süd-Ost;1467;1401;2830;86;3670;120;178;122;435;66;3;705;92;41;7;21;286;23;16;18;469;47;24;32;40;61;20;27;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4459;16788;3972;20760;331;515;846;
17;St. Gallen;6;2e;Die Mitte, Die Junge Mitte Liste Nord-West;710;1672;590;138;98;2882;129;108;280;39;4;403;129;38;41;19;234;30;12;9;335;127;18;58;44;35;23;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3803;12025;4020;16045;335;427;762;
17;St. Gallen;7;2f;Die Mitte, Die Junge Mitte Liste Süd-Ost;434;715;1493;50;161;172;2745;74;271;47;2;276;57;15;9;15;140;18;9;13;260;32;16;32;48;35;13;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2584;9763;2892;12655;241;371;612;
17;St. Gallen;8;2g;Die Mitte, Die Erfahrenen;3300;2371;2600;91;139;115;91;2962;448;29;4;652;61;32;10;18;230;15;19;22;393;54;42;59;54;66;27;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4433;18361;4944;23305;412;443;855;
17;St. Gallen;9;3a;SP und Gewerkschaften, Hauptliste;1601;3578;1877;109;154;106;92;135;62500;850;362;1727;155;110;14;6;8445;294;102;120;3012;144;43;223;158;174;71;46;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16830;103045;81048;184093;6754;7929;14683;
17;St. Gallen;10;3b;SP und Gewerkschaften, Nachwuchsliste;200;215;235;16;29;46;52;23;5259;3813;216;153;31;23;11;0;1514;298;126;70;453;73;13;43;43;80;21;17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5191;18272;10080;28352;840;536;1376;
17;St. Gallen;11;3c;SP und Gewerkschaften, JUSO;43;49;22;0;10;10;14;1;1093;145;1387;29;13;2;5;2;258;161;12;11;52;26;1;6;3;8;3;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1108;4487;3360;7847;280;205;485;
17;St. Gallen;12;4a;FDP.Die Liberalen, Hauptliste;19630;6466;5149;168;283;134;107;254;1975;34;9;72163;906;599;229;213;1099;19;23;19;2521;118;203;167;149;224;152;52;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21453;134533;61248;195781;5104;8944;14048;
17;St. Gallen;13;4b;FDP.Die Liberalen, Frauen;1721;815;1005;84;72;157;84;74;390;41;0;3864;3439;195;82;45;276;18;18;8;642;94;41;64;57;73;17;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5746;19149;5868;25017;489;555;1044;
17;St. Gallen;14;4c;FDP.Die Liberalen, Umweltfreisinnige;741;600;394;50;27;58;24;65;370;25;10;1837;218;2797;40;23;261;15;9;4;726;89;14;31;32;27;21;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3299;11826;3816;15642;318;399;717;
17;St. Gallen;15;4d;FDP.Die Liberalen, Jungfreisinnige I;266;106;55;11;15;29;5;9;67;10;2;861;84;51;1141;32;44;2;0;1;108;59;3;6;0;13;8;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1142;4137;1620;5757;135;160;295;
17;St. Gallen;16;4e;FDP.Die Liberalen, Jungfreisinnige II;942;293;358;21;25;29;16;44;124;9;0;1400;91;48;80;1372;67;5;1;1;150;20;9;4;9;8;11;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1793;6946;924;7870;77;169;246;
17;St. Gallen;17;5a;GRÜNE, Hauptliste;1241;2910;1405;94;151;104;110;86;11181;428;156;1856;163;116;24;12;31824;521;215;209;3754;184;38;183;136;128;42;41;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13322;70646;43632;114278;3636;4633;8269;
17;St. Gallen;18;5b;GRÜNE, Junge Grüne;80;84;56;6;13;29;13;3;891;207;155;43;16;7;3;3;1470;2177;75;55;222;52;8;17;9;28;4;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2169;7917;5412;13329;451;358;809;
17;St. Gallen;19;5c;GRÜNE, Newcomers;132;134;153;13;36;22;19;23;1025;182;44;82;26;14;0;5;1852;215;1197;77;471;53;16;21;19;79;16;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2969;8912;2676;11588;223;175;398;
17;St. Gallen;20;5d;GRÜNE, Evergreens;201;307;227;14;33;36;12;32;1221;100;41;130;5;13;1;1;1925;173;79;1306;346;22;8;40;29;40;28;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2580;8969;1740;10709;145;178;323;
17;St. Gallen;21;6a;Grünliberale (GLP), Hauptliste;896;1290;1314;61;131;87;75;75;2193;142;15;1547;170;150;35;18;2224;90;53;30;26631;554;22;104;81;109;39;17;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9369;47534;40356;87890;3363;3882;7245;
17;St. Gallen;22;6b;Grünliberale (GLP), Junge Grünliberale;162;228;139;33;16;51;22;20;260;49;12;230;47;64;29;3;265;73;15;3;1538;2460;0;20;18;35;3;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2487;8291;4980;13271;415;377;792;
17;St. Gallen;23;7;EDU – Eidgenössisch-Demokratische Union;1814;101;113;5;12;4;9;4;39;3;2;77;12;10;0;3;8;3;2;3;24;3;5306;92;87;44;119;66;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1490;9491;10392;19883;866;663;1529;
17;St. Gallen;24;8a;EVP Kanton St.Gallen, Liste St.Gallen-Wil;367;223;123;19;13;44;23;37;236;18;0;175;28;19;5;1;155;15;8;5;193;25;121;2554;191;29;7;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1602;6261;5880;12141;490;397;887;
17;St. Gallen;25;8b;EVP Kanton St.Gallen, Liste Süd;508;189;414;19;26;23;32;40;331;23;1;196;29;21;2;0;227;19;11;32;184;37;198;404;2733;26;32;13;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;7814;5052;12866;421;379;800;
17;St. Gallen;26;9;Parteifrei SG;421;73;36;2;10;6;26;7;64;23;4;45;12;7;3;0;103;28;8;16;51;10;29;5;19;1246;262;162;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;3757;1584;5341;132;298;430;
17;St. Gallen;27;10;AuF SG / Aufrecht St.Gallen;2564;42;35;4;1;5;4;1;48;4;0;88;7;4;2;2;38;7;4;1;23;6;144;5;21;182;5185;482;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1674;10607;15384;25991;1282;659;1941;
17;St. Gallen;28;11;MASS-VOLL! Bewegung für Freiheit, Souveränität und Grundrechte;1117;20;10;2;3;0;6;6;15;2;0;23;3;0;0;0;7;2;3;1;12;2;32;4;9;95;484;1620;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087;4599;2988;7587;249;282;531;
17;St. Gallen;29;12;Schweizer Demokraten, für unser Volk und unsere Heimat;397;10;21;5;2;0;8;1;3;1;0;15;1;2;0;2;8;2;4;4;6;2;9;4;1;26;48;90;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;1455;1260;2715;105;77;182;
17;St. Gallen;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16078
18;Graubünden / Grigioni / Grischun;1;1;SVP POWER - Schweizerische Volkspartei;28878;106;4;46;846;34;14;12;21;214;67;710;1165;0;83;16;33;0;5;36;4;1;2;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7509;39876;27175;67051;5435;7577;13012;
18;Graubünden / Grigioni / Grischun;2;2;Eidgenössisch-Demokratische Union;228;731;0;0;117;1;2;2;40;16;1;3;32;0;10;0;8;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;1642;1830;3472;366;230;596;
18;Graubünden / Grigioni / Grischun;3;3;GRÜNE Verantwortung;11;1;511;2;1;0;152;5;5;0;2;8;20;16;253;0;1;5;0;30;2;6;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;1442;1260;2702;252;173;425;
18;Graubünden / Grigioni / Grischun;4;4;Die Mitte - Aufbruch;74;8;7;475;10;3;17;50;8;0;39;37;805;1;46;3;3;3;10;28;3;10;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1054;2703;630;3333;126;224;350;
18;Graubünden / Grigioni / Grischun;5;5;SVP PUURA - Schweizerische Volkspartei;2165;101;3;14;5120;3;3;18;19;28;15;143;551;0;27;5;12;0;3;14;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2787;11045;3150;14195;630;1423;2053;
18;Graubünden / Grigioni / Grischun;6;6;JSVP - junge SVP Graubünden;289;5;2;1;28;173;6;2;4;13;4;13;29;0;6;1;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;1001;460;1461;92;52;144;
18;Graubünden / Grigioni / Grischun;7;7;GRÜNE Zukunft;43;5;93;19;2;2;3533;10;35;3;11;74;233;29;2019;1;5;12;7;283;13;15;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2112;8572;4150;12722;830;1111;1941;
18;Graubünden / Grigioni / Grischun;8;8;Die Mitte - Zukunft;76;2;4;58;41;9;23;658;15;2;80;64;909;3;90;5;15;2;5;100;7;22;9;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1472;3676;685;4361;137;224;361;
18;Graubünden / Grigioni / Grischun;9;9;EVP Graubünden;57;48;18;16;7;1;28;13;827;4;5;10;101;1;48;1;4;0;1;26;10;4;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;565;1804;1195;2999;239;253;492;
18;Graubünden / Grigioni / Grischun;10;10;SVP Gipfelstürmer - Schweizerische Volkspartei;503;19;0;4;19;5;2;6;11;1164;13;71;57;0;8;0;16;0;0;8;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;917;2827;1525;4352;305;325;630;
18;Graubünden / Grigioni / Grischun;11;11;Die Mitte - Fortschritt;238;6;9;56;36;0;30;62;9;21;1306;210;1864;1;144;7;20;0;2;104;4;3;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2355;6497;1220;7717;244;423;667;
18;Graubünden / Grigioni / Grischun;12;12;FDP-die Erste;1263;20;13;73;111;2;102;36;36;46;112;11314;2530;4;911;51;120;2;3;314;11;9;7;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8072;25178;8550;33728;1710;3348;5058;
18;Graubünden / Grigioni / Grischun;13;13;Die Mitte - Vertrauen;2486;35;28;230;540;19;179;142;112;40;321;1940;24449;7;1414;20;56;6;2;449;20;18;18;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13242;45795;8975;54770;1795;7133;8928;
18;Graubünden / Grigioni / Grischun;14;14;SP JUSO 1;13;0;13;3;1;0;47;9;5;0;1;11;36;304;403;3;1;54;3;27;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;1443;575;2018;115;100;215;
18;Graubünden / Grigioni / Grischun;15;15;SP Sozialdemokratische Partei;287;26;110;56;29;1;1091;19;74;20;61;631;1816;72;19624;19;35;49;18;744;45;23;24;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7569;32467;16545;49012;3309;5313;8622;
18;Graubünden / Grigioni / Grischun;16;16;FDP-die Jungen;72;0;1;7;9;0;5;5;2;1;5;273;66;5;27;583;14;0;0;15;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445;1540;390;1930;78;149;227;
18;Graubünden / Grigioni / Grischun;17;17;FDP-die Zweite;224;9;1;8;94;0;21;11;1;38;25;859;257;2;92;19;807;0;2;55;0;2;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501;4036;725;4761;145;236;381;
18;Graubünden / Grigioni / Grischun;18;18;SP JUSO 2;7;1;15;2;1;0;30;0;2;0;0;10;30;35;230;1;1;236;0;8;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;906;320;1226;64;75;139;
18;Graubünden / Grigioni / Grischun;19;19;Freie Unabhängige Bündner;55;2;2;3;2;0;10;3;1;1;4;16;30;0;47;0;3;0;135;18;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;677;320;997;64;43;107;
18;Graubünden / Grigioni / Grischun;20;20;GLP Grünliberale Graubünden - Hauptliste;86;2;18;16;7;1;171;19;21;3;22;211;435;13;754;6;14;4;6;3930;35;25;20;39;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2141;8001;4835;12836;967;1346;2313;
18;Graubünden / Grigioni / Grischun;21;21;GLP Grünliberale Graubünden - Plus 1;24;3;5;3;2;0;24;4;2;4;7;48;63;1;125;1;4;1;3;200;238;13;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546;1336;345;1681;69;87;156;
